Student_ID,Gender,Age,Grade_Level,Attendance,Study_Hours_Per_Day,Previous_GPA,Midterm_Score,Assignment_Score,Quiz_Score,Final_Exam_Score,Class_Participation,Extracurricular,Internet_Access,Parent_Education,Family_Income,Sleep_Hours,Screen_Time,Stress_Level,Teacher_Feedback,Absences,Final_Result,Performance
2144,Male,20,11,53,6.9,2.27,98,56,82,80,Medium,Yes,Yes,Postgraduate,Medium,6.0,7.9,High,Poor,17,Pass,Good
2145,Male,15,9,69,1.1,2.24,70,49,65,62,High,Yes,Yes,Graduate,Low,4.9,3.1,High,Good,13,Pass,Average
2146,Male,15,College-1,66,3.7,3.26,100,50,74,73,High,No,Yes,High School,Low,8.6,6.0,High,Good,14,Pass,Good
2147,Female,17,11,86,3.6,2.22,74,62,69,73,High,Yes,Yes,High School,High,4.8,2.5,High,Poor,9,Pass,Good
2148,Male,20,College-1,62,6.3,2.03,84,57,71,78,Medium,Yes,Yes,High School,Low,7.2,7.0,High,Excellent,15,Pass,Good
2149,Female,16,10,93,3.9,2.07,94,68,78,79,Medium,Yes,Yes,Postgraduate,High,6.6,7.0,Medium,Average,7,Pass,Good
2150,Female,18,10,84,4.2,2.39,96,56,84,82,High,Yes,No,Postgraduate,Low,5.8,5.9,Low,Excellent,9,Pass,Good
2151,Female,16,10,98,3.7,2.94,100,66,77,81,Low,Yes,Yes,Graduate,High,6.8,7.1,Medium,Poor,6,Pass,Good
2152,Male,15,10,71,4.1,2.99,100,50,71,80,High,No,No,Graduate,Medium,6.5,6.9,Low,Good,13,Pass,Good
2153,Female,22,College-1,82,5.4,3.67,100,71,77,85,Medium,Yes,Yes,Graduate,High,8.6,2.7,Medium,Average,10,Pass,Excellent
2154,Female,20,9,74,3.3,2.38,86,52,74,68,High,No,No,High School,Medium,7.9,4.3,Medium,Average,12,Pass,Average
2155,Male,21,College-2,72,4.1,3.36,100,63,77,80,High,Yes,Yes,Postgraduate,Medium,5.9,6.6,Low,Poor,12,Pass,Good
2156,Female,21,11,57,3.2,3.57,100,45,66,69,High,No,No,High School,High,6.4,7.3,Medium,Poor,16,Pass,Average
2157,Male,16,College-1,92,3.9,2.02,92,72,80,79,Low,No,No,Graduate,High,8.4,7.9,Low,Average,7,Pass,Good
2158,Male,18,10,98,4.4,2.5,100,70,88,87,High,Yes,Yes,Graduate,High,6.8,4.0,Medium,Average,6,Pass,Excellent
2159,Female,18,College-1,67,6.4,2.63,100,70,93,91,High,Yes,Yes,High School,Medium,6.5,3.4,High,Average,14,Pass,Excellent
2160,Female,22,12,79,1.6,3.34,94,53,77,69,High,Yes,Yes,Postgraduate,Medium,5.0,4.7,Low,Average,11,Pass,Average
2161,Male,18,9,93,4.9,3.12,100,66,88,84,High,Yes,Yes,Postgraduate,High,7.4,3.0,Medium,Poor,7,Pass,Good
2162,Male,20,10,99,6.6,3.4,100,88,86,96,High,No,Yes,Postgraduate,Medium,8.8,7.5,Medium,Good,6,Pass,Excellent
2163,Male,15,10,73,2.9,2.64,93,48,64,70,Medium,No,Yes,High School,Low,8.3,5.3,Low,Average,12,Pass,Good
2164,Female,16,12,77,4.3,3.22,100,64,86,83,High,No,Yes,High School,Low,6.0,3.1,Low,Good,11,Pass,Good
2165,Female,22,12,53,4.7,3.81,100,52,77,77,Low,Yes,Yes,High School,High,5.3,4.8,Low,Good,17,Pass,Good
2166,Male,16,12,84,4.1,3.28,100,66,81,82,Low,Yes,Yes,Postgraduate,Medium,6.8,6.5,Medium,Poor,9,Pass,Good
2167,Female,15,College-1,56,4.3,2.3,71,46,56,58,Medium,No,No,Postgraduate,Low,7.8,7.8,High,Poor,16,Pass,Average
2168,Male,21,12,77,6.6,3.41,100,68,79,92,Low,No,No,High School,Low,5.6,7.0,High,Good,11,Pass,Excellent
2169,Male,17,College-1,73,6.9,2.01,100,71,91,89,Medium,Yes,Yes,Postgraduate,Low,5.9,3.0,High,Good,12,Pass,Excellent
2170,Male,19,12,83,4.0,3.55,100,52,73,77,High,Yes,Yes,Graduate,Medium,4.7,6.1,High,Good,10,Pass,Good
2171,Male,15,12,62,4.6,3.65,100,48,75,76,Medium,No,No,Graduate,Medium,7.4,1.7,Low,Average,15,Pass,Good
2172,Female,19,College-2,54,4.0,3.37,97,43,78,73,Medium,Yes,No,High School,Low,4.8,2.2,High,Poor,17,Pass,Good
2173,Female,21,12,93,4.2,2.05,82,57,72,79,Low,No,No,High School,Low,5.3,4.6,High,Average,7,Pass,Good
2174,Male,17,11,99,1.9,3.15,100,60,80,83,High,Yes,Yes,High School,Low,7.9,2.8,High,Poor,6,Pass,Good
2175,Female,15,9,72,6.5,3.72,100,62,76,82,Low,No,No,High School,Medium,5.3,4.6,Low,Good,12,Pass,Good
2176,Male,15,10,98,1.4,2.27,89,48,67,70,High,Yes,No,High School,High,7.8,7.9,Low,Excellent,6,Pass,Good
2177,Male,18,12,66,5.2,2.48,88,65,77,78,High,No,No,Graduate,Low,8.2,6.5,High,Good,14,Pass,Good
2178,Female,19,9,59,6.9,3.05,100,61,72,79,Medium,No,Yes,High School,High,7.0,3.5,High,Poor,16,Pass,Good
2179,Female,15,11,82,3.2,3.51,100,63,88,86,Low,Yes,Yes,Graduate,Medium,4.6,7.8,Low,Poor,10,Pass,Excellent
2180,Female,16,12,53,5.3,2.94,96,61,73,80,Medium,Yes,Yes,High School,High,6.7,3.0,Medium,Good,17,Pass,Good
2181,Male,22,11,75,4.7,3.83,100,63,83,81,Medium,No,No,Graduate,Low,8.5,5.8,Medium,Average,12,Pass,Good
2182,Male,16,College-1,64,3.8,3.7,100,49,69,76,Low,Yes,No,Postgraduate,High,7.8,6.4,Low,Average,14,Pass,Good
2183,Male,18,11,72,6.9,3.89,100,69,76,88,Low,No,Yes,High School,Medium,5.1,4.7,High,Good,12,Pass,Excellent
2184,Male,21,10,80,7.8,2.86,100,78,82,95,Medium,No,Yes,Graduate,Medium,6.2,5.8,Low,Good,10,Pass,Excellent
2185,Male,15,10,91,4.9,2.77,100,65,90,89,High,No,Yes,Postgraduate,Medium,5.6,2.7,Low,Excellent,8,Pass,Excellent
2186,Male,16,9,52,4.7,2.36,90,53,70,71,Medium,No,No,Graduate,Medium,6.9,3.4,Medium,Excellent,17,Pass,Good
2187,Female,16,College-1,62,5.7,2.07,91,68,72,77,Medium,No,No,Graduate,High,7.4,7.0,Medium,Excellent,15,Pass,Good
2188,Male,21,College-1,64,5.3,3.33,100,48,76,75,High,Yes,Yes,Postgraduate,High,4.9,7.5,Low,Good,14,Pass,Good
2189,Female,17,9,57,5.9,2.86,100,56,76,84,High,No,No,High School,High,6.7,7.2,High,Excellent,16,Pass,Good
2190,Male,15,11,86,5.1,2.36,96,65,81,88,High,No,No,Postgraduate,High,6.2,4.5,Medium,Excellent,9,Pass,Excellent
2191,Male,22,College-1,57,7.6,3.39,100,58,75,87,High,No,Yes,Graduate,High,6.2,6.7,High,Poor,16,Pass,Excellent
2192,Male,22,College-2,89,7.2,2.2,100,87,95,98,Low,Yes,No,High School,Medium,4.6,4.7,Medium,Average,8,Pass,Excellent
2193,Female,16,11,57,4.7,2.99,100,45,77,75,High,No,Yes,High School,Low,6.2,3.8,High,Good,16,Pass,Good
2194,Male,22,College-1,52,6.5,2.48,86,49,72,73,Medium,Yes,No,Postgraduate,High,6.2,1.3,Low,Average,17,Pass,Good
2195,Female,22,College-1,96,4.9,3.58,100,76,86,91,High,Yes,No,High School,High,7.5,3.3,High,Excellent,6,Pass,Excellent
2196,Female,18,College-2,94,2.4,3.75,100,63,84,78,Medium,Yes,Yes,Postgraduate,Medium,6.3,5.4,Low,Average,7,Pass,Good
2197,Female,18,College-2,72,5.5,3.39,100,67,78,81,Medium,Yes,Yes,Graduate,Medium,7.2,6.6,Low,Poor,12,Pass,Good
2198,Male,16,12,66,1.4,3.91,99,35,68,68,High,No,No,Graduate,Medium,8.7,3.5,Low,Excellent,14,Pass,Average
2199,Female,18,College-2,99,8.0,3.76,100,93,91,100,Medium,Yes,No,Graduate,Low,6.5,7.9,High,Excellent,6,Pass,Excellent
2200,Female,22,12,60,5.0,2.59,97,62,74,76,Low,Yes,No,High School,Low,7.2,1.2,High,Good,15,Pass,Good
2201,Female,21,11,69,2.7,3.98,100,40,72,67,Medium,Yes,No,Graduate,Low,4.8,5.5,Medium,Excellent,13,Pass,Average
2202,Male,20,College-2,79,7.9,2.09,93,82,79,90,High,No,Yes,Postgraduate,Low,6.8,7.9,Medium,Poor,11,Pass,Excellent
2203,Female,21,12,65,2.8,2.94,84,40,58,66,Medium,No,No,Graduate,High,7.7,7.1,Low,Good,14,Pass,Average
2204,Female,18,College-2,64,6.2,3.94,100,66,83,87,Low,No,Yes,Graduate,High,5.3,2.1,High,Poor,14,Pass,Excellent
2205,Male,18,12,73,4.9,3.04,100,65,81,86,Medium,No,No,Graduate,Medium,4.8,7.8,Medium,Average,12,Pass,Excellent
2206,Female,17,College-1,76,1.8,3.99,100,48,81,78,Medium,Yes,No,Postgraduate,Medium,5.0,4.1,Medium,Good,11,Pass,Good
2207,Female,21,College-1,55,1.9,3.17,98,45,76,70,Low,No,Yes,Graduate,Medium,5.4,7.5,Low,Poor,17,Pass,Good
2208,Male,18,12,74,5.5,2.73,100,72,92,88,High,No,No,High School,Low,6.0,3.4,Low,Excellent,12,Pass,Excellent
2209,Female,17,9,62,2.9,2.67,95,35,59,61,Low,No,No,High School,Medium,8.4,6.7,Medium,Excellent,15,Pass,Average
2210,Male,19,12,54,3.2,2.86,89,40,60,65,Low,Yes,Yes,High School,Medium,8.7,6.6,High,Poor,17,Pass,Average
2211,Female,19,College-1,60,5.1,3.07,93,62,77,79,High,Yes,Yes,Graduate,High,6.5,5.3,Low,Excellent,15,Pass,Good
2212,Male,20,College-2,98,7.5,3.04,100,86,100,98,High,Yes,Yes,Graduate,Low,5.6,6.1,Low,Average,6,Pass,Excellent
2213,Male,20,College-2,68,6.0,3.11,100,55,79,80,High,No,Yes,Postgraduate,Low,4.6,8.0,Low,Average,13,Pass,Good
2214,Female,21,12,54,1.7,2.84,76,45,54,58,Medium,No,Yes,Postgraduate,Low,7.7,5.0,Low,Good,17,Pass,Average
2215,Female,20,College-1,86,4.7,2.1,84,75,87,79,Low,Yes,No,High School,High,5.4,6.4,Low,Poor,9,Pass,Good
2216,Female,21,11,65,2.6,2.87,92,46,76,72,Medium,Yes,Yes,High School,Medium,7.8,2.8,High,Good,14,Pass,Good
2217,Female,20,9,53,3.1,3.51,100,52,71,70,High,No,Yes,Postgraduate,High,8.7,5.0,High,Good,17,Pass,Good
2218,Female,21,11,62,6.6,2.45,100,58,79,79,Low,Yes,No,High School,Low,5.1,1.9,High,Good,15,Pass,Good
2219,Male,19,9,99,3.5,2.24,78,67,80,78,High,Yes,No,Graduate,High,5.6,4.8,Medium,Average,6,Pass,Good
2220,Female,21,11,93,5.5,3.09,100,67,80,92,Medium,Yes,Yes,Graduate,High,6.8,3.5,High,Excellent,7,Pass,Excellent
2221,Female,20,10,59,7.7,2.48,100,65,76,88,Medium,Yes,Yes,Postgraduate,High,6.5,2.1,High,Good,16,Pass,Excellent
2222,Male,16,12,71,5.4,3.5,100,57,74,77,Medium,Yes,Yes,Graduate,Low,6.6,4.9,High,Good,13,Pass,Good
2223,Male,20,College-2,73,7.1,3.32,100,71,85,87,Low,No,Yes,Postgraduate,Medium,4.6,6.2,High,Average,12,Pass,Excellent
2224,Female,15,12,89,1.5,2.48,75,58,71,65,Medium,No,No,Graduate,Medium,7.8,2.3,High,Average,8,Pass,Average
2225,Female,18,College-2,98,1.4,3.74,100,46,72,70,Medium,Yes,No,High School,Low,8.7,1.6,High,Excellent,6,Pass,Good
2226,Female,18,College-1,80,6.0,3.29,100,69,80,90,Low,Yes,Yes,Graduate,Low,8.0,6.3,Medium,Excellent,10,Pass,Excellent
2227,Female,17,9,80,4.2,2.72,96,52,71,80,Low,No,No,Graduate,Low,5.3,4.2,Low,Excellent,10,Pass,Good
2228,Male,15,College-2,62,4.7,3.53,100,61,88,82,High,No,No,Graduate,High,7.1,3.8,High,Average,15,Pass,Good
2229,Female,18,10,73,5.6,3.51,100,66,82,88,High,Yes,Yes,Graduate,Medium,8.1,3.2,Medium,Poor,12,Pass,Excellent
2230,Male,21,10,76,6.0,3.9,100,72,92,86,High,No,Yes,High School,High,7.7,4.3,Medium,Good,11,Pass,Excellent
2231,Male,18,College-2,99,5.5,3.41,100,70,87,88,Medium,Yes,Yes,Postgraduate,Medium,8.9,5.1,Medium,Average,6,Pass,Excellent
2232,Female,22,College-1,81,4.4,2.39,98,64,84,84,Low,No,Yes,High School,Low,6.4,3.8,Low,Poor,10,Pass,Good
2233,Male,20,9,51,6.5,3.01,100,61,73,79,Medium,No,No,Postgraduate,Medium,4.9,2.8,Low,Good,18,Pass,Good
2234,Male,15,College-2,87,6.4,2.8,100,85,84,90,Medium,No,No,High School,Medium,7.9,5.0,Low,Average,9,Pass,Excellent
2235,Male,19,College-1,80,7.0,3.95,100,77,93,93,Low,Yes,No,High School,Medium,8.5,3.1,Low,Excellent,10,Pass,Excellent
2236,Male,21,12,59,6.2,3.73,100,56,77,80,Medium,No,No,Graduate,Medium,4.8,5.6,Low,Good,16,Pass,Good
2237,Male,16,9,96,6.5,3.54,100,85,94,100,Medium,No,Yes,Graduate,Low,5.1,6.6,Medium,Excellent,6,Pass,Excellent
2238,Female,21,12,54,5.4,3.02,100,46,66,71,High,No,No,Postgraduate,Medium,7.6,2.3,Medium,Average,17,Pass,Good
2239,Female,21,College-1,100,6.9,2.24,96,83,88,95,High,Yes,Yes,High School,Low,8.6,1.6,Medium,Average,5,Pass,Excellent
2240,Female,18,11,74,7.5,3.43,100,74,93,92,High,Yes,No,Postgraduate,Low,8.3,5.0,High,Poor,12,Pass,Excellent
2241,Male,17,College-2,92,4.5,3.19,100,70,85,86,Medium,Yes,No,Postgraduate,High,6.9,2.6,High,Average,7,Pass,Excellent
2242,Female,19,10,92,3.8,3.15,100,69,86,84,High,Yes,No,High School,High,8.7,1.8,High,Good,7,Pass,Good
2243,Male,15,11,75,7.2,2.12,96,69,86,91,High,Yes,No,Graduate,Low,6.3,8.0,Medium,Excellent,12,Pass,Excellent
2244,Male,20,10,97,7.8,2.11,100,93,91,100,High,No,Yes,Postgraduate,Medium,8.1,6.9,Medium,Average,6,Pass,Excellent
2245,Female,22,College-2,80,7.5,3.19,100,84,96,95,Low,No,No,Graduate,High,8.5,6.4,High,Poor,10,Pass,Excellent
2246,Female,17,12,80,1.6,3.21,100,57,73,74,Low,Yes,Yes,Postgraduate,Low,5.3,5.1,Low,Poor,10,Pass,Good
2247,Male,18,12,63,7.9,2.94,100,74,79,92,High,No,Yes,Graduate,Medium,6.3,5.0,Medium,Poor,15,Pass,Excellent
2248,Female,21,9,94,1.9,2.53,96,66,84,83,Medium,No,No,Graduate,High,7.2,1.5,High,Average,7,Pass,Good
2249,Female,18,9,59,2.5,3.38,99,49,81,76,High,Yes,Yes,Postgraduate,High,6.2,7.2,Low,Average,16,Pass,Good
2250,Female,21,11,65,3.5,3.05,100,43,74,74,Medium,Yes,No,Postgraduate,High,5.1,7.0,Medium,Excellent,14,Pass,Good
2251,Male,16,College-1,67,3.9,2.91,90,59,73,77,Medium,Yes,Yes,Postgraduate,Medium,7.5,3.2,Medium,Excellent,14,Pass,Good
2252,Female,15,9,97,3.2,2.05,82,71,71,81,Low,No,No,Postgraduate,Medium,8.7,3.5,Medium,Good,6,Pass,Good
2253,Female,19,12,81,4.0,3.62,100,63,85,84,Medium,Yes,Yes,High School,Medium,7.1,4.1,Medium,Excellent,10,Pass,Good
2254,Male,16,College-1,67,6.2,3.91,100,58,75,80,Low,No,Yes,High School,Low,6.3,2.6,Medium,Good,14,Pass,Good
2255,Female,15,11,63,4.8,3.97,100,55,74,81,High,Yes,No,Graduate,Low,7.4,2.7,Medium,Poor,15,Pass,Good
2256,Female,18,12,89,4.3,2.33,82,64,76,74,Medium,Yes,No,Postgraduate,Low,8.6,4.9,High,Poor,8,Pass,Good
2257,Female,22,11,78,6.3,2.78,100,66,89,85,High,No,No,Graduate,Low,6.7,6.0,Low,Poor,11,Pass,Excellent
2258,Male,20,10,90,5.3,3.92,100,73,80,87,Medium,No,No,Graduate,Medium,5.6,2.8,Medium,Good,8,Pass,Excellent
2259,Female,16,College-1,65,4.1,3.02,100,57,84,79,Low,No,No,Graduate,Medium,5.2,2.0,High,Average,14,Pass,Good
2260,Female,20,College-2,58,6.1,3.56,100,59,71,79,Low,No,Yes,Graduate,Medium,8.2,1.3,High,Good,16,Pass,Good
2261,Male,22,9,68,1.2,2.45,74,35,55,52,Low,Yes,Yes,High School,Low,7.8,1.5,Medium,Good,13,Pass,Poor
2262,Male,21,10,65,2.4,3.43,100,49,76,69,High,Yes,Yes,Postgraduate,Medium,8.4,2.4,Low,Excellent,14,Pass,Average
2263,Female,21,10,85,4.4,3.01,100,58,86,85,Low,No,No,High School,High,7.3,5.4,High,Average,9,Pass,Excellent
2264,Male,15,College-2,77,6.9,3.31,100,79,91,93,High,No,No,Graduate,High,6.4,5.0,Low,Excellent,11,Pass,Excellent
2265,Male,17,College-2,95,2.0,3.79,100,49,66,71,Low,No,No,High School,Medium,6.3,7.6,High,Average,7,Pass,Good
2266,Male,16,12,72,3.0,2.61,79,52,70,64,Medium,No,Yes,Postgraduate,High,5.6,3.3,High,Excellent,12,Pass,Average
2267,Female,15,12,60,2.9,3.43,100,51,81,78,Medium,No,Yes,Postgraduate,High,7.4,4.9,Low,Good,15,Pass,Good
2268,Female,15,11,62,6.2,2.28,96,58,80,85,Low,Yes,Yes,Graduate,High,6.0,5.4,Medium,Excellent,15,Pass,Excellent
2269,Male,22,College-1,61,1.5,2.78,79,45,68,64,Medium,Yes,No,Postgraduate,High,5.1,1.7,Low,Poor,15,Pass,Average
2270,Male,21,College-2,68,7.8,2.17,100,66,90,92,Low,Yes,No,Postgraduate,Low,7.8,2.2,Low,Excellent,13,Pass,Excellent
2271,Male,18,College-1,85,2.8,3.72,100,49,79,74,Medium,No,No,Postgraduate,Medium,8.6,2.4,Low,Excellent,9,Pass,Good
2272,Male,20,College-2,80,4.4,2.71,94,62,79,84,High,No,No,Postgraduate,Low,9.0,3.4,Medium,Poor,10,Pass,Good
2273,Male,15,College-2,68,1.3,3.5,100,49,82,68,High,No,No,Postgraduate,Medium,6.0,6.8,Low,Average,13,Pass,Average
2274,Male,19,9,71,4.4,2.95,94,48,79,80,Low,No,Yes,Graduate,Low,5.8,3.5,Medium,Good,13,Pass,Good
2275,Female,21,12,87,2.7,3.34,100,50,69,74,Low,Yes,No,High School,High,6.3,1.1,Medium,Excellent,9,Pass,Good
2276,Male,17,College-2,92,5.6,3.66,100,81,91,98,Medium,Yes,No,Postgraduate,High,4.7,1.3,High,Poor,7,Pass,Excellent
2277,Male,18,College-2,91,3.7,2.48,95,74,87,82,Medium,Yes,Yes,Graduate,Medium,7.2,3.2,Medium,Average,8,Pass,Good
2278,Male,20,9,60,3.1,3.49,100,36,76,71,Medium,Yes,No,Graduate,High,6.0,4.6,High,Excellent,15,Pass,Good
2279,Male,19,College-2,75,5.9,2.08,79,65,75,78,High,No,No,Postgraduate,Low,7.5,1.2,Medium,Poor,12,Pass,Good
2280,Male,16,12,69,1.1,2.88,93,48,78,65,Low,Yes,No,Graduate,High,7.1,1.8,High,Poor,13,Pass,Average
2281,Male,20,9,64,7.3,2.59,100,61,77,81,Low,No,No,Graduate,Medium,5.5,5.4,Medium,Excellent,14,Pass,Good
2282,Female,22,12,59,3.6,2.7,91,40,61,63,Low,Yes,No,Graduate,High,5.5,2.1,High,Good,16,Pass,Average
2283,Female,18,College-2,81,3.0,3.13,100,64,88,85,Low,Yes,No,Graduate,Low,4.7,1.4,Medium,Poor,10,Pass,Excellent
2284,Female,15,11,67,2.2,2.53,79,48,57,59,Medium,Yes,No,High School,Medium,8.7,6.8,Medium,Good,14,Pass,Average
2285,Female,16,College-2,72,5.8,3.2,100,74,88,88,High,Yes,Yes,Postgraduate,Medium,6.8,5.4,High,Poor,12,Pass,Excellent
2286,Male,21,11,66,5.2,2.04,78,66,70,71,High,Yes,No,High School,Medium,6.7,4.0,High,Excellent,14,Pass,Good
2287,Male,21,College-2,50,5.9,2.24,88,52,70,77,Low,Yes,No,High School,Medium,6.7,5.6,Low,Good,18,Pass,Good
2288,Female,16,College-2,72,3.4,3.63,100,47,67,74,Medium,No,Yes,High School,High,4.9,2.4,High,Good,12,Pass,Good
2289,Female,15,College-1,67,7.5,3.55,100,71,77,88,Medium,Yes,Yes,Graduate,Low,8.4,5.4,Medium,Poor,14,Pass,Excellent
2290,Male,18,10,59,3.7,3.33,100,44,79,70,Medium,No,Yes,Graduate,Low,5.4,1.2,Low,Average,16,Pass,Good
2291,Male,19,12,76,1.9,2.88,92,56,76,68,High,No,No,Graduate,High,6.5,6.0,High,Average,11,Pass,Average
2292,Male,21,12,86,3.0,2.15,83,63,76,71,High,No,Yes,Postgraduate,Medium,7.2,2.4,Low,Excellent,9,Pass,Good
2293,Male,18,9,91,4.0,3.53,100,61,74,80,Medium,No,Yes,Graduate,Low,6.5,4.5,Medium,Poor,8,Pass,Good
2294,Male,21,12,63,4.9,2.2,83,49,74,75,Medium,Yes,Yes,High School,Medium,6.9,2.3,Low,Poor,15,Pass,Good
2295,Male,16,11,57,7.1,3.39,100,74,90,91,Medium,Yes,No,Postgraduate,Low,5.5,4.7,Medium,Excellent,16,Pass,Excellent
2296,Female,17,10,65,2.8,3.61,96,48,77,76,High,No,No,High School,Medium,4.9,3.2,Medium,Poor,14,Pass,Good
2297,Female,16,College-2,59,3.9,2.29,85,56,66,71,High,Yes,No,Postgraduate,Low,8.9,2.2,Low,Good,16,Pass,Good
2298,Male,21,10,52,7.7,2.58,92,64,85,81,High,Yes,Yes,Postgraduate,High,5.1,1.4,Medium,Good,17,Pass,Good
2299,Male,21,College-1,61,7.1,3.87,100,73,84,87,High,Yes,Yes,Graduate,Low,6.4,3.8,Medium,Average,15,Pass,Excellent
2300,Male,17,9,80,7.9,2.91,100,75,79,94,Low,No,No,High School,Medium,4.7,5.8,Low,Excellent,10,Pass,Excellent
2301,Male,16,10,50,5.4,2.98,100,52,82,74,Low,No,Yes,Postgraduate,Low,8.9,7.6,Medium,Average,18,Pass,Good
2302,Male,19,College-1,59,5.2,3.15,99,55,77,83,High,Yes,No,Graduate,Medium,8.2,2.2,Medium,Average,16,Pass,Good
2303,Female,17,College-2,91,1.6,2.72,86,57,64,74,Medium,No,Yes,Graduate,Medium,6.9,6.5,High,Average,8,Pass,Good
2304,Male,22,11,80,6.9,2.73,97,72,86,86,Low,Yes,No,Postgraduate,Medium,6.1,5.5,Low,Poor,10,Pass,Excellent
2305,Male,19,10,96,2.3,3.26,96,56,79,74,Low,Yes,Yes,Graduate,High,6.5,2.0,Medium,Excellent,6,Pass,Good
2306,Male,15,12,66,1.1,2.06,75,35,53,52,Low,Yes,No,High School,High,4.7,3.2,High,Average,14,Pass,Poor
2307,Male,19,9,54,7.9,2.77,100,63,76,83,High,Yes,Yes,High School,Low,7.8,1.9,Low,Excellent,17,Pass,Good
2308,Male,20,9,55,5.8,2.59,97,54,68,75,High,Yes,Yes,High School,Medium,5.0,6.6,Medium,Excellent,17,Pass,Good
2309,Female,18,11,64,5.5,2.45,100,60,74,78,Low,No,Yes,High School,High,5.2,3.9,Low,Average,14,Pass,Good
2310,Female,20,College-2,95,2.3,3.51,100,52,69,74,Medium,Yes,Yes,Graduate,High,8.7,4.7,Low,Average,7,Pass,Good
2311,Male,22,11,73,7.2,3.33,100,63,84,85,Low,Yes,Yes,Postgraduate,Medium,6.5,3.0,High,Excellent,12,Pass,Excellent
2312,Male,21,College-2,94,6.5,3.97,100,85,98,94,High,Yes,Yes,Graduate,Low,8.0,2.1,Medium,Poor,7,Pass,Excellent
2313,Female,22,10,55,1.5,2.31,76,35,58,54,Low,Yes,No,High School,High,5.2,2.8,Medium,Good,17,Pass,Poor
2314,Female,22,College-2,55,5.0,2.8,95,51,75,79,Low,Yes,No,High School,Low,8.6,5.8,High,Poor,17,Pass,Good
2315,Male,17,12,81,3.8,2.77,92,69,73,82,Low,Yes,Yes,Postgraduate,High,8.6,4.2,High,Poor,10,Pass,Good
2316,Male,15,9,79,2.1,2.94,94,51,77,73,High,Yes,No,Graduate,Low,8.7,7.8,Medium,Poor,11,Pass,Good
2317,Female,18,11,95,7.3,2.3,100,76,83,93,High,Yes,No,Postgraduate,High,6.5,6.7,Low,Poor,7,Pass,Excellent
2318,Male,17,10,66,7.1,3.32,100,62,81,82,Low,No,No,High School,High,6.6,7.1,Low,Poor,14,Pass,Good
2319,Male,18,11,77,7.4,3.04,100,76,83,91,High,No,No,Graduate,Low,5.7,1.4,Low,Excellent,11,Pass,Excellent
2320,Female,15,11,68,4.0,2.47,90,52,73,77,High,No,Yes,High School,High,6.0,6.3,Low,Excellent,13,Pass,Good
2321,Female,15,College-2,91,1.7,3.28,98,64,76,82,Medium,No,No,Graduate,High,5.5,5.7,Medium,Poor,8,Pass,Good
2322,Female,19,12,57,4.9,2.03,71,53,62,64,Low,Yes,No,Postgraduate,Low,7.9,2.6,Medium,Excellent,16,Pass,Average
2323,Male,16,College-2,65,4.0,3.33,100,53,72,75,High,No,No,High School,Medium,7.2,1.2,Low,Average,14,Pass,Good
2324,Male,20,10,80,1.1,2.65,84,52,74,67,High,Yes,No,Postgraduate,High,8.6,1.8,Medium,Poor,10,Pass,Average
2325,Female,15,12,88,3.5,2.13,80,65,68,72,Low,Yes,No,High School,Medium,8.6,2.1,High,Poor,8,Pass,Good
2326,Male,15,12,55,5.2,3.38,100,55,74,75,High,Yes,Yes,High School,Low,8.4,1.2,High,Poor,17,Pass,Good
2327,Male,20,12,79,7.6,3.11,100,73,85,96,Medium,No,Yes,Graduate,Low,6.0,2.0,High,Average,11,Pass,Excellent
2328,Male,18,11,83,7.0,2.25,93,80,81,91,Low,No,No,High School,Low,8.7,7.2,Low,Good,10,Pass,Excellent
2329,Female,17,9,91,4.4,2.36,85,66,71,82,Medium,Yes,No,Graduate,Low,7.6,7.0,Medium,Excellent,8,Pass,Good
2330,Male,15,College-1,54,5.3,2.1,80,61,66,70,Medium,No,No,Graduate,High,7.3,2.0,High,Average,17,Pass,Good
2331,Male,21,College-2,75,3.1,2.92,96,57,72,76,Low,Yes,Yes,High School,Low,8.0,4.4,Medium,Poor,12,Pass,Good
2332,Male,20,College-2,56,5.6,2.41,82,46,71,69,Low,Yes,No,Graduate,High,7.4,2.7,Medium,Good,16,Pass,Average
2333,Male,22,10,95,6.1,3.65,100,73,85,94,High,No,No,High School,High,5.0,2.5,High,Good,7,Pass,Excellent
2334,Male,22,College-1,63,5.1,2.02,86,58,78,71,Low,Yes,Yes,High School,Medium,8.3,2.7,High,Average,15,Pass,Good
2335,Female,16,College-1,58,3.6,3.99,100,43,77,76,Low,Yes,No,Postgraduate,Medium,4.7,1.0,Medium,Average,16,Pass,Good
2336,Male,18,12,84,1.0,3.3,94,54,69,73,Low,No,No,Graduate,Low,6.5,2.9,Medium,Good,9,Pass,Good
2337,Female,17,10,70,3.2,3.97,100,51,74,74,Medium,Yes,Yes,Postgraduate,Low,6.5,4.4,High,Average,13,Pass,Good
2338,Female,17,11,86,5.6,2.12,84,78,81,82,High,No,No,High School,Medium,5.5,7.9,Low,Good,9,Pass,Good
2339,Male,21,12,77,6.4,3.61,100,66,76,84,Medium,No,Yes,Postgraduate,High,5.0,7.2,High,Excellent,11,Pass,Good
2340,Female,20,College-2,63,6.4,3.58,100,66,77,88,Low,Yes,Yes,Graduate,Low,5.5,1.7,High,Poor,15,Pass,Excellent
